               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  44,            0.026578,           0.0093273,           0.0045023,             0.97391,             0.95155,             0.97208,              0.6739,            0.025509,           0.0088154,           0.0035493,            0.005743,            0.005743,            0.005743
                  45,            0.026617,            0.009184,           0.0048755,             0.97499,             0.95241,             0.97278,             0.67234,            0.025777,           0.0087898,           0.0035849,            0.005644,            0.005644,            0.005644
                  46,            0.026396,           0.0093116,           0.0042934,             0.97466,             0.95538,             0.97321,             0.67444,            0.025536,            0.008738,           0.0035007,            0.005545,            0.005545,            0.005545
                  47,            0.026125,           0.0092317,           0.0042811,             0.97346,             0.94304,             0.97028,             0.67335,            0.025563,           0.0087947,           0.0035423,            0.005446,            0.005446,            0.005446
                  48,             0.02604,           0.0091578,           0.0041775,             0.97354,             0.95234,             0.97247,             0.67241,            0.025682,           0.0087801,           0.0034129,            0.005347,            0.005347,            0.005347
                  49,            0.026131,           0.0092704,           0.0042864,             0.97479,             0.95207,             0.97266,             0.67561,            0.025517,           0.0088263,           0.0033231,            0.005248,            0.005248,            0.005248
                  50,            0.026183,           0.0091368,           0.0045804,             0.97522,             0.95283,             0.97335,             0.67484,            0.025332,           0.0087456,           0.0035409,            0.005149,            0.005149,            0.005149
                  51,            0.025595,           0.0091652,           0.0041853,             0.97314,             0.95316,             0.97394,             0.67139,            0.025783,           0.0087767,           0.0033537,             0.00505,             0.00505,             0.00505
                  52,             0.02617,           0.0092619,           0.0045432,             0.97648,             0.95271,             0.97285,             0.67451,            0.025473,           0.0087654,            0.003508,            0.004951,            0.004951,            0.004951
                  53,            0.025712,           0.0091212,           0.0045112,             0.97302,             0.95338,             0.97359,             0.67324,            0.025358,           0.0087426,           0.0034839,            0.004852,            0.004852,            0.004852
                  54,            0.025701,           0.0089274,           0.0042459,             0.97218,             0.95317,             0.97402,             0.67646,            0.025228,           0.0087234,           0.0033832,            0.004753,            0.004753,            0.004753
                  55,            0.025365,           0.0091141,           0.0044512,             0.97468,              0.9515,              0.9734,              0.6748,            0.025311,           0.0087412,           0.0034073,            0.004654,            0.004654,            0.004654
                  56,            0.025613,            0.008985,            0.004323,              0.9756,             0.94959,             0.97427,             0.67835,            0.025168,           0.0087409,           0.0033867,            0.004555,            0.004555,            0.004555
                  57,            0.025567,           0.0091008,           0.0041442,             0.97008,             0.94665,             0.96951,             0.67406,            0.025288,           0.0087417,           0.0041789,            0.004456,            0.004456,            0.004456
                  58,            0.025717,             0.00917,           0.0043981,             0.97083,             0.94844,             0.97193,             0.67441,            0.025258,           0.0087591,            0.003487,            0.004357,            0.004357,            0.004357
                  59,            0.025316,           0.0089639,           0.0040752,              0.9736,             0.95538,             0.97462,             0.67695,            0.025217,           0.0087323,           0.0033616,            0.004258,            0.004258,            0.004258
                  60,            0.025246,           0.0089362,           0.0040205,             0.97664,             0.95358,             0.97417,             0.68054,            0.025135,           0.0086667,           0.0034305,            0.004159,            0.004159,            0.004159
                  61,            0.025401,           0.0089702,           0.0045932,             0.97536,             0.95143,             0.97422,             0.67837,            0.025213,            0.008693,           0.0035971,             0.00406,             0.00406,             0.00406
                  62,             0.02522,           0.0088707,           0.0038787,             0.97458,             0.95084,             0.97443,             0.67934,            0.025009,           0.0086389,            0.003432,            0.003961,            0.003961,            0.003961
                  63,            0.025025,           0.0089359,            0.004196,             0.97616,             0.95158,             0.97362,             0.67747,             0.02537,           0.0087167,           0.0033567,            0.003862,            0.003862,            0.003862
                  64,            0.024658,           0.0088809,           0.0041103,             0.97526,             0.95593,             0.97388,             0.67954,            0.025049,           0.0086919,           0.0034393,            0.003763,            0.003763,            0.003763
                  65,            0.024916,           0.0089344,           0.0037624,             0.96935,             0.95787,             0.97575,             0.68036,            0.025098,           0.0086418,           0.0033596,            0.003664,            0.003664,            0.003664
                  66,            0.024742,           0.0087509,           0.0039361,             0.97605,              0.9544,             0.97506,             0.68053,            0.025022,           0.0086597,           0.0033105,            0.003565,            0.003565,            0.003565
                  67,            0.024501,           0.0089476,           0.0038051,             0.97518,             0.95215,             0.97412,             0.68221,            0.025047,           0.0085958,           0.0033719,            0.003466,            0.003466,            0.003466
                  68,            0.024631,           0.0089696,            0.004236,             0.97682,             0.95366,             0.97506,             0.68028,            0.025068,           0.0086196,           0.0033139,            0.003367,            0.003367,            0.003367
                  69,            0.024498,           0.0088282,           0.0038737,             0.97422,             0.95252,              0.9724,             0.68081,            0.024943,           0.0086386,           0.0033815,            0.003268,            0.003268,            0.003268
                  70,            0.024296,           0.0087342,           0.0038916,             0.97484,             0.94833,             0.97315,             0.68456,            0.025027,           0.0086055,           0.0033015,            0.003169,            0.003169,            0.003169
                  71,            0.024555,           0.0088527,            0.004359,             0.97275,             0.95328,             0.97495,             0.68305,            0.024937,           0.0085923,           0.0033847,             0.00307,             0.00307,             0.00307
                  72,            0.024851,           0.0087715,             0.00386,             0.97738,             0.95436,             0.97503,              0.6826,            0.025018,           0.0085811,           0.0032606,            0.002971,            0.002971,            0.002971
                  73,            0.024593,           0.0087553,           0.0040874,             0.97377,             0.95541,             0.97472,             0.68323,            0.024992,           0.0085948,           0.0032352,            0.002872,            0.002872,            0.002872
                  74,            0.024167,            0.008547,           0.0039467,             0.97811,             0.95146,             0.97473,             0.68385,            0.024931,           0.0085877,           0.0033184,            0.002773,            0.002773,            0.002773
                  75,            0.023996,           0.0086475,           0.0036831,             0.97758,             0.95079,             0.97464,              0.6869,            0.024843,           0.0085581,           0.0032796,            0.002674,            0.002674,            0.002674
                  76,            0.023967,           0.0088032,           0.0038213,             0.97411,             0.95728,             0.97528,             0.68439,            0.024816,           0.0085909,           0.0032708,            0.002575,            0.002575,            0.002575
                  77,            0.023832,           0.0087151,           0.0036182,             0.97512,             0.95255,             0.97492,              0.6847,            0.024817,           0.0085585,           0.0033084,            0.002476,            0.002476,            0.002476
                  78,            0.023837,           0.0086184,           0.0037359,             0.97312,             0.95418,             0.97524,             0.68569,            0.024925,           0.0085653,           0.0033272,            0.002377,            0.002377,            0.002377
                  79,            0.023795,           0.0087317,           0.0037096,             0.97748,              0.9534,             0.97613,             0.68492,            0.024774,           0.0085124,            0.003302,            0.002278,            0.002278,            0.002278
                  80,            0.023669,           0.0086067,           0.0036612,               0.976,             0.95287,             0.97595,             0.68631,            0.024702,            0.008515,           0.0033117,            0.002179,            0.002179,            0.002179
                  81,             0.02401,           0.0085818,           0.0037056,             0.97764,             0.95352,             0.97478,              0.6848,            0.024753,           0.0085041,            0.003277,             0.00208,             0.00208,             0.00208
                  82,            0.023723,           0.0087167,           0.0036403,             0.97574,             0.95479,             0.97565,             0.68454,              0.0248,           0.0084861,            0.003349,            0.001981,            0.001981,            0.001981
                  83,            0.023428,           0.0085831,           0.0036874,             0.97547,             0.95536,             0.97566,             0.68572,            0.024685,           0.0084735,           0.0032212,            0.001882,            0.001882,            0.001882
                  84,            0.023723,           0.0086393,           0.0038015,             0.97718,             0.95388,              0.9743,             0.68557,             0.02478,           0.0085034,           0.0033214,            0.001783,            0.001783,            0.001783
                  85,            0.023701,           0.0086614,           0.0036022,             0.97625,             0.95397,             0.97443,             0.68407,            0.024737,           0.0085349,           0.0033142,            0.001684,            0.001684,            0.001684
                  86,            0.023904,           0.0086873,            0.003972,             0.97807,             0.95452,             0.97567,             0.68441,             0.02467,           0.0085085,           0.0033289,            0.001585,            0.001585,            0.001585
                  87,            0.023337,           0.0085616,           0.0035793,             0.97686,              0.9526,             0.97601,             0.68543,             0.02468,           0.0085121,           0.0032603,            0.001486,            0.001486,            0.001486
                  88,            0.023435,           0.0085678,           0.0038691,             0.98029,             0.95203,             0.97527,              0.6858,            0.024607,           0.0085079,           0.0032938,            0.001387,            0.001387,            0.001387
                  89,            0.023248,           0.0085828,           0.0034996,             0.97852,             0.95319,             0.97624,             0.68544,             0.02465,           0.0085022,           0.0032868,            0.001288,            0.001288,            0.001288
                  90,            0.023138,           0.0084556,           0.0034584,             0.97593,             0.95253,             0.97615,             0.68589,            0.024557,           0.0084778,           0.0032911,            0.001189,            0.001189,            0.001189
                  91,            0.022907,           0.0085693,           0.0035977,             0.97836,             0.95352,             0.97647,             0.68606,            0.024598,            0.008459,           0.0032572,             0.00109,             0.00109,             0.00109
                  92,            0.023352,           0.0084766,           0.0036493,             0.97393,             0.95603,              0.9764,             0.68668,            0.024578,           0.0084649,            0.003238,            0.000991,            0.000991,            0.000991
                  93,            0.023078,            0.008395,           0.0034479,             0.97871,             0.95027,             0.97553,             0.68648,            0.024534,           0.0084725,           0.0032349,            0.000892,            0.000892,            0.000892
                  94,            0.023012,            0.008538,           0.0034826,             0.98156,             0.95189,             0.97646,             0.68666,            0.024593,           0.0084666,           0.0031803,            0.000793,            0.000793,            0.000793
                  95,            0.023185,           0.0084319,           0.0035933,             0.97947,             0.95134,             0.97569,             0.68687,            0.024628,           0.0084933,           0.0032067,            0.000694,            0.000694,            0.000694
                  96,            0.022918,           0.0084263,           0.0035171,             0.97865,             0.95293,             0.97598,             0.68748,            0.024563,           0.0084932,           0.0031826,            0.000595,            0.000595,            0.000595
                  97,            0.022858,           0.0085007,           0.0034104,             0.97932,             0.95372,             0.97572,             0.68664,            0.024493,           0.0084757,           0.0031923,            0.000496,            0.000496,            0.000496
                  98,             0.02276,           0.0082973,           0.0034637,             0.97959,             0.95118,             0.97555,             0.68589,            0.024503,           0.0084719,           0.0032144,            0.000397,            0.000397,            0.000397
                  99,            0.022411,            0.008407,           0.0033465,             0.97808,             0.95178,             0.97544,             0.68708,              0.0245,            0.008459,           0.0032474,            0.000298,            0.000298,            0.000298
