               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  56,            0.029902,            0.018877,           0.0050125,             0.95917,             0.93451,             0.95613,             0.68793,            0.030479,            0.019637,           0.0037421,            0.004555,            0.004555,            0.004555
                  57,            0.030505,            0.019445,           0.0049471,             0.96336,             0.93264,              0.9566,             0.68714,            0.030577,            0.019611,           0.0036507,            0.004456,            0.004456,            0.004456
                  58,             0.02997,            0.019526,           0.0047322,             0.96241,             0.93247,             0.95766,             0.68897,            0.030368,            0.019753,            0.003758,            0.004357,            0.004357,            0.004357
                  59,            0.029388,            0.019138,           0.0048397,             0.95144,             0.93947,             0.95676,              0.6948,            0.030432,            0.019682,            0.003757,            0.004258,            0.004258,            0.004258
                  60,            0.029494,            0.018629,           0.0049183,             0.95666,             0.93702,             0.95564,             0.69308,             0.03032,             0.01959,           0.0037764,            0.004159,            0.004159,            0.004159
                  61,             0.02911,            0.019393,           0.0043727,             0.95976,             0.94082,             0.95839,              0.6912,            0.030413,            0.019679,            0.003587,             0.00406,             0.00406,             0.00406
                  62,            0.029325,            0.019268,           0.0046512,             0.95663,             0.93723,             0.95718,             0.69381,            0.030444,            0.019591,           0.0037157,            0.003961,            0.003961,            0.003961
                  63,            0.029158,            0.019093,           0.0049131,             0.95438,             0.93646,             0.95511,             0.68925,            0.030182,            0.019618,           0.0037372,            0.003862,            0.003862,            0.003862
                  64,            0.029581,            0.019211,           0.0048014,             0.94858,             0.94058,             0.95786,             0.69627,            0.030162,            0.019608,           0.0037542,            0.003763,            0.003763,            0.003763
                  65,            0.028709,            0.018194,           0.0047721,             0.95431,             0.93752,             0.95651,             0.68653,            0.030236,            0.019747,           0.0037548,            0.003664,            0.003664,            0.003664
                  66,             0.02844,            0.018479,           0.0043611,             0.95996,              0.9414,             0.95656,             0.69489,            0.030131,            0.019574,            0.003735,            0.003565,            0.003565,            0.003565
                  67,            0.028505,            0.018623,           0.0043961,             0.95396,             0.93686,             0.95596,             0.69791,            0.030035,            0.019771,           0.0037633,            0.003466,            0.003466,            0.003466
                  68,            0.029216,            0.019732,           0.0044975,             0.96131,             0.93919,             0.95886,             0.69657,            0.030013,            0.019517,           0.0034946,            0.003367,            0.003367,            0.003367
                  69,            0.028861,            0.018809,           0.0043537,             0.95342,             0.93892,             0.95557,             0.69451,            0.030068,            0.019591,           0.0036969,            0.003268,            0.003268,            0.003268
                  70,            0.028619,             0.01842,           0.0045754,             0.95537,             0.93642,             0.95474,             0.69922,            0.030093,            0.019519,           0.0037909,            0.003169,            0.003169,            0.003169
                  71,            0.028898,            0.019502,           0.0043825,             0.95936,             0.93466,             0.95661,              0.6964,            0.029911,            0.019652,           0.0036127,             0.00307,             0.00307,             0.00307
                  72,            0.028235,            0.018181,           0.0041313,             0.96158,             0.93485,             0.95652,             0.69799,            0.029889,            0.019731,           0.0034748,            0.002971,            0.002971,            0.002971
                  73,            0.028032,            0.018553,           0.0039691,             0.95918,             0.93672,             0.95767,             0.70099,            0.029902,            0.019467,             0.00365,            0.002872,            0.002872,            0.002872
                  74,            0.028225,            0.017973,           0.0039671,             0.95833,             0.93506,             0.95758,             0.69736,            0.029901,            0.019742,           0.0036044,            0.002773,            0.002773,            0.002773
                  75,            0.027511,            0.018064,           0.0041698,             0.95453,             0.93511,             0.95603,             0.69585,            0.029891,            0.019699,            0.003682,            0.002674,            0.002674,            0.002674
                  76,            0.027125,            0.017704,           0.0039451,             0.95993,             0.93861,             0.95693,             0.69997,            0.029664,             0.01965,           0.0035787,            0.002575,            0.002575,            0.002575
                  77,            0.027843,             0.01882,           0.0040875,             0.95721,             0.93728,             0.95888,             0.70174,            0.029742,            0.019696,           0.0035252,            0.002476,            0.002476,            0.002476
                  78,             0.02719,            0.017865,            0.003834,             0.96164,             0.93492,             0.95772,              0.6972,            0.029652,            0.019545,           0.0035339,            0.002377,            0.002377,            0.002377
                  79,            0.027665,            0.018295,           0.0037862,             0.95888,             0.94157,             0.95983,             0.69955,            0.029824,            0.019572,           0.0034506,            0.002278,            0.002278,            0.002278
                  80,            0.027305,            0.017756,           0.0038263,             0.95561,             0.94154,             0.95816,             0.69844,             0.02971,            0.019626,           0.0035408,            0.002179,            0.002179,            0.002179
                  81,            0.027404,            0.017944,           0.0036696,             0.95868,             0.93638,             0.95685,             0.70247,            0.029758,            0.019735,           0.0034305,             0.00208,             0.00208,             0.00208
                  82,            0.026991,            0.017971,            0.003715,             0.95621,             0.94213,             0.95852,             0.70052,            0.029716,             0.01951,           0.0033458,            0.001981,            0.001981,            0.001981
                  83,            0.026978,            0.017804,            0.003669,             0.96064,             0.94098,             0.95886,             0.70182,            0.029696,            0.019558,           0.0032998,            0.001882,            0.001882,            0.001882
                  84,            0.026324,             0.01761,           0.0035283,             0.95683,             0.93663,             0.95694,             0.70131,            0.029715,            0.019593,           0.0034076,            0.001783,            0.001783,            0.001783
                  85,            0.026881,            0.017672,           0.0037582,             0.95764,             0.93957,             0.95807,             0.69642,            0.029817,            0.019686,           0.0034313,            0.001684,            0.001684,            0.001684
                  86,            0.027362,            0.018173,           0.0035646,              0.9593,             0.93753,             0.95901,              0.7009,            0.029634,            0.019611,           0.0034602,            0.001585,            0.001585,            0.001585
                  87,            0.026317,            0.017353,           0.0036667,             0.95965,             0.94021,             0.95789,             0.70099,             0.02971,            0.019687,           0.0034399,            0.001486,            0.001486,            0.001486
                  88,            0.026098,            0.017108,           0.0035736,             0.95914,             0.93623,             0.95677,             0.70172,            0.029656,            0.019517,           0.0035294,            0.001387,            0.001387,            0.001387
                  89,            0.026739,             0.01785,           0.0036299,             0.95643,             0.93912,             0.95699,             0.70242,            0.029598,             0.01967,           0.0034606,            0.001288,            0.001288,            0.001288
                  90,            0.025996,            0.017687,           0.0034707,             0.95989,             0.94087,             0.95911,             0.70503,             0.02956,            0.019685,           0.0034731,            0.001189,            0.001189,            0.001189
                  91,            0.026113,             0.01732,           0.0035595,             0.95898,              0.9407,             0.95727,             0.70616,            0.029579,             0.01965,           0.0034346,             0.00109,             0.00109,             0.00109
                  92,            0.026386,            0.017246,           0.0036029,             0.95819,             0.93934,             0.95665,             0.70247,             0.02962,            0.019635,           0.0035342,            0.000991,            0.000991,            0.000991
                  93,            0.026152,            0.017458,            0.003536,             0.96054,             0.94044,             0.95837,             0.70085,            0.029626,            0.019715,           0.0034942,            0.000892,            0.000892,            0.000892
                  94,            0.025761,            0.016995,           0.0036239,              0.9585,             0.94038,             0.95883,             0.70354,              0.0296,            0.019674,           0.0035181,            0.000793,            0.000793,            0.000793
                  95,            0.025595,            0.017054,           0.0035454,             0.95476,             0.94248,             0.95671,             0.70474,            0.029478,            0.019657,           0.0035213,            0.000694,            0.000694,            0.000694
                  96,            0.025901,            0.017331,           0.0036271,             0.95501,             0.94018,               0.956,             0.70198,            0.029483,            0.019674,           0.0035157,            0.000595,            0.000595,            0.000595
                  97,            0.025203,            0.017388,           0.0032829,             0.95668,             0.94039,             0.95698,             0.70298,              0.0295,            0.019677,           0.0035249,            0.000496,            0.000496,            0.000496
                  98,            0.025679,            0.017002,           0.0035439,             0.95619,             0.93913,             0.95697,             0.70478,            0.029477,            0.019708,             0.00353,            0.000397,            0.000397,            0.000397
                  99,            0.025913,            0.017202,           0.0033078,             0.96015,              0.9379,              0.9569,             0.70566,            0.029529,            0.019705,           0.0035006,            0.000298,            0.000298,            0.000298
